variant,round,metric,value
task2,2458.0,coins,2.75
task2,2459.0,coins,2.75
task2,2460.0,coins,2.77
task2,2461.0,coins,2.77
task2,2462.0,coins,2.59
task2,2463.0,coins,2.58
task2,2464.0,coins,2.58
task2,2465.0,coins,2.69
task2,2466.0,coins,2.7
task2,2467.0,coins,2.6
task2,2468.0,coins,2.59
task2,2469.0,coins,2.64
task2,2470.0,coins,2.62
task2,2471.0,coins,2.62
task2,2472.0,coins,2.57
task2,2473.0,coins,2.57
task2,2474.0,coins,2.75
task2,2475.0,coins,2.75
task2,2476.0,coins,2.72
task2,2477.0,coins,2.72
task2,2478.0,coins,2.7
task2,2479.0,coins,2.72
task2,2480.0,coins,2.74
task2,2481.0,coins,2.74
task2,2482.0,coins,2.74
task2,2483.0,coins,2.73
task2,2484.0,coins,2.69
task2,2485.0,coins,2.68
task2,2486.0,coins,2.69
task2,2487.0,coins,2.67
task2,2488.0,coins,2.64
task2,2489.0,coins,2.64
task2,2490.0,coins,2.64
task2,2491.0,coins,2.43
task2,2492.0,coins,2.43
task2,2493.0,coins,2.64
task2,2494.0,coins,2.66
task2,2495.0,coins,2.66
task2,2496.0,coins,2.66
task2,2497.0,coins,2.64
task2,2498.0,coins,2.6
task2,2499.0,coins,2.59
task2,2500.0,coins,2.56
task2,2501.0,coins,2.45
task2,2502.0,coins,2.44
task2,2503.0,coins,2.46
task2,2504.0,coins,2.5
task2,2505.0,coins,2.5
task2,2506.0,coins,2.53
task2,2507.0,coins,2.54
task2,2508.0,coins,2.54
task2,2509.0,coins,2.56
task2,2510.0,coins,2.63
task2,2511.0,coins,2.63
task2,2512.0,coins,2.51
task2,2513.0,coins,2.5
task2,2514.0,coins,2.54
task2,2515.0,coins,2.53
task2,2516.0,coins,2.53
task2,2517.0,coins,2.5
task2,2518.0,coins,2.55
task2,2519.0,coins,2.68
task2,2520.0,coins,2.65
task2,2521.0,coins,2.82
task2,2522.0,coins,2.75
task2,2523.0,coins,2.75
task2,2524.0,coins,2.73
task2,2525.0,coins,2.74
task2,2526.0,coins,2.73
task2,2527.0,coins,2.72
task2,2528.0,coins,2.72
task2,2529.0,coins,2.79
task2,2530.0,coins,2.76
task2,2531.0,coins,2.76
task2,2532.0,coins,2.76
task2,2533.0,coins,2.74
task2,2534.0,coins,2.5
task2,2535.0,coins,2.39
task2,2536.0,coins,2.39
task2,2537.0,coins,2.39
task2,2538.0,coins,2.41
task2,2539.0,coins,2.39
task2,2540.0,coins,2.52
task2,2541.0,coins,2.51
task2,2542.0,coins,2.51
task2,2543.0,coins,2.39
task2,2544.0,coins,2.35
task2,2545.0,coins,2.33
task2,2546.0,coins,2.32
task2,2547.0,coins,2.28
task2,2548.0,coins,2.3
task2,2549.0,coins,2.28
task2,2550.0,coins,2.23
task2,2551.0,coins,2.22
task2,2552.0,coins,2.22
task2,2553.0,coins,2.22
task2,2554.0,coins,2.1
task2,2555.0,coins,2.09
task2,2556.0,coins,2.08
task2,2557.0,coins,2.11
task2,2558.0,coins,2.18
task2,2559.0,coins,2.18
task2,2560.0,coins,2.17
task2,2561.0,coins,2.17
task2,2562.0,coins,2.2
task2,2563.0,coins,2.22
task2,2564.0,coins,2.25
task2,2565.0,coins,2.12
task2,2566.0,coins,2.15
task2,2567.0,coins,2.14
task2,2568.0,coins,2.16
task2,2569.0,coins,2.1
task2,2570.0,coins,2.1
task2,2571.0,coins,2.11
task2,2572.0,coins,2.11
task2,2573.0,coins,2.09
task2,2574.0,coins,1.9
task2,2575.0,coins,1.9
task2,2576.0,coins,2.01
task2,2577.0,coins,2.0
task2,2578.0,coins,2.33
task2,2579.0,coins,2.29
task2,2580.0,coins,2.28
task2,2581.0,coins,2.28
task2,2582.0,coins,2.28
task2,2583.0,coins,2.29
task2,2584.0,coins,2.29
task2,2585.0,coins,2.34
task2,2586.0,coins,2.33
task2,2587.0,coins,2.33
task2,2588.0,coins,2.33
task2,2589.0,coins,2.37
task2,2590.0,coins,2.36
task2,2591.0,coins,2.36
task2,2592.0,coins,2.36
task2,2593.0,coins,2.18
task2,2594.0,coins,2.16
task2,2595.0,coins,2.21
task2,2596.0,coins,2.21
task2,2597.0,coins,2.2
task2,2598.0,coins,2.2
task2,2599.0,coins,2.24
task2,2600.0,coins,2.24
task2,2601.0,coins,2.24
task2,2602.0,coins,2.26
task2,2603.0,coins,2.24
task2,2604.0,coins,2.2
task2,2605.0,coins,2.2
task2,2606.0,coins,2.18
task2,2607.0,coins,2.2
task2,2608.0,coins,2.26
task2,2609.0,coins,2.24
task2,2610.0,coins,2.18
task2,2611.0,coins,2.18
task2,2612.0,coins,2.2
task2,2613.0,coins,2.28
task2,2614.0,coins,2.25
task2,2615.0,coins,2.3
task2,2616.0,coins,2.31
task2,2617.0,coins,2.33
task2,2618.0,coins,2.31
task2,2619.0,coins,2.16
task2,2620.0,coins,2.1
task2,2621.0,coins,1.93
task2,2622.0,coins,2.04
task2,2623.0,coins,2.05
task2,2624.0,coins,2.06
task2,2625.0,coins,2.05
task2,2626.0,coins,2.05
task2,2627.0,coins,2.1
task2,2628.0,coins,2.14
task2,2629.0,coins,2.08
task2,2630.0,coins,2.1
task2,2631.0,coins,2.1
task2,2632.0,coins,2.1
task2,2633.0,coins,2.1
task2,2634.0,coins,2.12
task2,2635.0,coins,2.13
task2,2636.0,coins,2.13
task2,2637.0,coins,2.15
task2,2638.0,coins,2.17
task2,2639.0,coins,2.19
task2,2640.0,coins,2.07
task2,2641.0,coins,2.05
task2,2642.0,coins,2.06
task2,2643.0,coins,2.06
task2,2644.0,coins,2.03
task2,2645.0,coins,2.01
task2,2646.0,coins,2.0
task2,2647.0,coins,2.03
task2,2648.0,coins,2.01
task2,2649.0,coins,2.01
task2,2650.0,coins,2.02
task2,2651.0,coins,2.09
task2,2652.0,coins,2.11
task2,2653.0,coins,2.17
task2,2654.0,coins,2.17
task2,2655.0,coins,2.17
task2,2656.0,coins,2.23
task2,2657.0,coins,2.22
task2,2658.0,coins,2.19
task2,2659.0,coins,2.19
task2,2660.0,coins,2.2
task2,2661.0,coins,2.22
task2,2662.0,coins,2.19
task2,2663.0,coins,2.17
task2,2664.0,coins,2.15
task2,2665.0,coins,2.16
task2,2666.0,coins,2.14
task2,2667.0,coins,2.16
task2,2668.0,coins,2.18
task2,2669.0,coins,2.33
task2,2670.0,coins,2.4
task2,2671.0,coins,2.39
task2,2672.0,coins,2.39
task2,2673.0,coins,2.4
task2,2674.0,coins,2.4
task2,2675.0,coins,2.4
task2,2676.0,coins,2.32
task2,2677.0,coins,2.34
task2,2678.0,coins,2.34
task2,2679.0,coins,2.34
task2,2680.0,coins,2.35
task2,2681.0,coins,2.42
task2,2682.0,coins,2.42
task2,2683.0,coins,2.42
task2,2684.0,coins,2.42
task2,2685.0,coins,2.36
task2,2686.0,coins,2.38
task2,2687.0,coins,2.39
task2,2688.0,coins,2.41
task2,2689.0,coins,2.37
task2,2690.0,coins,2.38
task2,2691.0,coins,2.4
task2,2692.0,coins,2.4
task2,2693.0,coins,2.38
task2,2694.0,coins,2.4
task2,2695.0,coins,2.36
task2,2696.0,coins,2.36
task2,2697.0,coins,2.3
task2,2698.0,coins,2.33
task2,2699.0,coins,2.29
task2,2700.0,coins,2.34
task2,2701.0,coins,2.31
task2,2702.0,coins,2.28
task2,2703.0,coins,2.28
task2,2704.0,coins,2.28
task2,2705.0,coins,2.28
task2,2706.0,coins,2.28
task2,2707.0,coins,2.25
task2,2708.0,coins,2.22
task2,2709.0,coins,2.24
task2,2710.0,coins,2.26
task2,2711.0,coins,2.27
task2,2712.0,coins,2.27
task2,2713.0,coins,2.19
task2,2714.0,coins,2.23
task2,2715.0,coins,2.2
task2,2716.0,coins,2.2
task2,2717.0,coins,2.18
task2,2718.0,coins,2.15
task2,2719.0,coins,2.15
task2,2720.0,coins,2.14
task2,2721.0,coins,2.14
task2,2722.0,coins,2.03
task2,2723.0,coins,2.02
task2,2724.0,coins,2.01
task2,2725.0,coins,2.01
task2,2726.0,coins,2.01
task2,2727.0,coins,1.96
task2,2728.0,coins,1.9
task2,2729.0,coins,1.88
task2,2730.0,coins,1.89
task2,2731.0,coins,1.89
task2,2732.0,coins,1.91
task2,2733.0,coins,2.13
task2,2734.0,coins,2.16
task2,2735.0,coins,2.15
task2,2736.0,coins,2.15
task2,2737.0,coins,2.13
task2,2738.0,coins,2.12
task2,2739.0,coins,2.1
task2,2740.0,coins,2.09
task2,2741.0,coins,2.09
task2,2742.0,coins,2.09
task2,2743.0,coins,2.16
task2,2744.0,coins,2.16
task2,2745.0,coins,2.17
task2,2746.0,coins,2.21
task2,2747.0,coins,2.19
task2,2748.0,coins,2.21
task2,2749.0,coins,2.32
task2,2750.0,coins,2.33
task2,2751.0,coins,2.28
task2,2752.0,coins,2.25
task2,2753.0,coins,2.2
task2,2754.0,coins,2.21
task2,2755.0,coins,2.21
task2,2756.0,coins,2.15
task2,2757.0,coins,2.13
task2,2758.0,coins,2.09
task2,2759.0,coins,2.22
task2,2760.0,coins,2.2
task2,2761.0,coins,2.24
task2,2762.0,coins,2.29
task2,2763.0,coins,2.29
task2,2764.0,coins,2.3
task2,2765.0,coins,2.32
task2,2766.0,coins,2.3
task2,2767.0,coins,2.28
task2,2768.0,coins,2.24
task2,2769.0,coins,2.34
task2,2770.0,coins,2.32
task2,2771.0,coins,2.42
task2,2772.0,coins,2.45
task2,2773.0,coins,2.44
task2,2774.0,coins,2.54
task2,2775.0,coins,2.56
task2,2776.0,coins,2.55
task2,2777.0,coins,2.54
task2,2778.0,coins,2.21
task2,2779.0,coins,2.21
task2,2780.0,coins,2.28
task2,2781.0,coins,2.21
task2,2782.0,coins,2.26
task2,2783.0,coins,2.31
task2,2784.0,coins,2.31
task2,2785.0,coins,2.31
task2,2786.0,coins,2.36
task2,2787.0,coins,2.37
task2,2788.0,coins,2.36
task2,2789.0,coins,2.37
task2,2790.0,coins,2.39
task2,2791.0,coins,2.38
task2,2792.0,coins,2.38
task2,2793.0,coins,2.38
task2,2794.0,coins,2.46
task2,2795.0,coins,2.45
task2,2796.0,coins,2.51
task2,2797.0,coins,2.52
task2,2798.0,coins,2.49
task2,2799.0,coins,2.5
task2,2800.0,coins,2.47
task2,2801.0,coins,2.47
task2,2802.0,coins,2.51
task2,2803.0,coins,2.54
task2,2804.0,coins,2.54
task2,2805.0,coins,2.54
task2,2806.0,coins,2.53
task2,2807.0,coins,2.53
task2,2808.0,coins,2.5
task2,2809.0,coins,2.48
task2,2810.0,coins,2.44
task2,2811.0,coins,2.43
task2,2812.0,coins,2.41
task2,2813.0,coins,2.41
task2,2814.0,coins,2.36
task2,2815.0,coins,2.41
task2,2816.0,coins,2.4
task2,2817.0,coins,2.4
task2,2818.0,coins,2.42
task2,2819.0,coins,2.45
task2,2820.0,coins,2.5
task2,2821.0,coins,2.52
task2,2822.0,coins,2.55
task2,2823.0,coins,2.57
task2,2824.0,coins,2.57
task2,2825.0,coins,2.65
task2,2826.0,coins,2.66
task2,2827.0,coins,2.66
task2,2828.0,coins,2.66
task2,2829.0,coins,2.66
task2,2830.0,coins,2.65
task2,2831.0,coins,2.65
task2,2832.0,coins,2.72
task2,2833.0,coins,2.54
task2,2834.0,coins,2.52
task2,2835.0,coins,2.53
task2,2836.0,coins,2.56
task2,2837.0,coins,2.6
task2,2838.0,coins,2.62
task2,2839.0,coins,2.63
task2,2840.0,coins,2.63
task2,2841.0,coins,2.67
task2,2842.0,coins,2.65
task2,2843.0,coins,2.59
task2,2844.0,coins,2.59
task2,2845.0,coins,2.56
task2,2846.0,coins,2.71
task2,2847.0,coins,2.7
task2,2848.0,coins,2.68
task2,2849.0,coins,2.57
task2,2850.0,coins,2.55
task2,2851.0,coins,2.54
task2,2852.0,coins,2.53
task2,2853.0,coins,2.52
task2,2854.0,coins,2.5
task2,2855.0,coins,2.53
task2,2856.0,coins,2.53
task2,2857.0,coins,2.57
task2,2858.0,coins,2.59
task2,2859.0,coins,2.46
task2,2860.0,coins,2.45
task2,2861.0,coins,2.39
task2,2862.0,coins,2.37
task2,2863.0,coins,2.37
task2,2864.0,coins,2.38
task2,2865.0,coins,2.4
task2,2866.0,coins,2.4
task2,2867.0,coins,2.4
task2,2868.0,coins,2.48
task2,2869.0,coins,2.25
task2,2870.0,coins,2.21
task2,2871.0,coins,2.11
task2,2872.0,coins,2.08
task2,2873.0,coins,2.12
task2,2874.0,coins,2.04
task2,2875.0,coins,2.02
task2,2876.0,coins,2.0
task2,2877.0,coins,1.99
task2,2878.0,coins,1.99
task2,2879.0,coins,1.99
task2,2880.0,coins,1.9
task2,2881.0,coins,1.91
task2,2882.0,coins,1.86
task2,2883.0,coins,1.82
task2,2884.0,coins,1.84
task2,2885.0,coins,1.85
task2,2886.0,coins,1.78
task2,2887.0,coins,1.78
task2,2888.0,coins,1.87
task2,2889.0,coins,1.86
task2,2890.0,coins,1.83
task2,2891.0,coins,1.82
task2,2892.0,coins,1.82
task2,2893.0,coins,1.93
task2,2894.0,coins,1.89
task2,2895.0,coins,2.07
task2,2896.0,coins,2.06
task2,2897.0,coins,2.06
task2,2898.0,coins,2.06
task2,2899.0,coins,2.05
task2,2900.0,coins,2.03
task2,2901.0,coins,2.04
task2,2902.0,coins,2.0
task2,2903.0,coins,1.97
task2,2904.0,coins,1.97
task2,2905.0,coins,1.97
task2,2906.0,coins,1.99
task2,2907.0,coins,1.99
task2,2908.0,coins,2.0
task2,2909.0,coins,2.0
task2,2910.0,coins,2.01
task2,2911.0,coins,2.05
task2,2912.0,coins,2.13
task2,2913.0,coins,2.16
task2,2914.0,coins,2.16
task2,2915.0,coins,2.09
task2,2916.0,coins,2.09
task2,2917.0,coins,2.09
task2,2918.0,coins,2.15
task2,2919.0,coins,2.13
task2,2920.0,coins,2.11
task2,2921.0,coins,2.09
task2,2922.0,coins,2.07
task2,2923.0,coins,2.05
task2,2924.0,coins,2.05
task2,2925.0,coins,1.97
task2,2926.0,coins,1.98
task2,2927.0,coins,1.98
task2,2928.0,coins,2.06
task2,2929.0,coins,2.04
task2,2930.0,coins,2.03
task2,2931.0,coins,2.1
task2,2932.0,coins,2.01
task2,2933.0,coins,2.0
task2,2934.0,coins,1.97
task2,2935.0,coins,1.96
task2,2936.0,coins,1.93
task2,2937.0,coins,1.93
task2,2938.0,coins,1.88
task2,2939.0,coins,1.89
task2,2940.0,coins,1.9
task2,2941.0,coins,1.9
task2,2942.0,coins,1.91
task2,2943.0,coins,1.9
task2,2944.0,coins,1.92
task2,2945.0,coins,1.98
task2,2946.0,coins,1.8
task2,2947.0,coins,1.84
task2,2948.0,coins,1.85
task2,2949.0,coins,1.85
task2,2950.0,coins,1.85
task2,2951.0,coins,1.87
task2,2952.0,coins,1.88
task2,2953.0,coins,1.88
task2,2954.0,coins,1.89
task2,2955.0,coins,1.88
task2,2956.0,coins,1.88
task2,2957.0,coins,1.84
task2,2958.0,coins,1.84
task2,2959.0,coins,1.87
task2,2960.0,coins,1.89
task2,2961.0,coins,1.89
task2,2962.0,coins,1.88
task2,2963.0,coins,2.03
task2,2964.0,coins,2.0
task2,2965.0,coins,2.11
task2,2966.0,coins,2.15
task2,2967.0,coins,2.15
task2,2968.0,coins,2.07
task2,2969.0,coins,2.04
task2,2970.0,coins,2.03
task2,2971.0,coins,2.03
task2,2972.0,coins,2.05
task2,2973.0,coins,2.08
task2,2974.0,coins,2.15
task2,2975.0,coins,2.17
task2,2976.0,coins,2.17
task2,2977.0,coins,2.17
task2,2978.0,coins,2.2
task2,2979.0,coins,2.2
task2,2980.0,coins,2.38
task2,2981.0,coins,2.41
task2,2982.0,coins,2.47
task2,2983.0,coins,2.44
task2,2984.0,coins,2.43
task2,2985.0,coins,2.44
task2,2986.0,coins,2.45
task2,2987.0,coins,2.47
task2,2988.0,coins,2.41
task2,2989.0,coins,2.4
task2,2990.0,coins,2.43
task2,2991.0,coins,2.5
task2,2992.0,coins,2.5
task2,2993.0,coins,2.39
task2,2994.0,coins,2.32
task2,2995.0,coins,2.21
task2,2996.0,coins,2.2
task2,2997.0,coins,2.19
task2,2998.0,coins,2.23
task2,2999.0,coins,2.23
task2,3000.0,coins,2.23
task2,3001.0,coins,2.24
task2,3002.0,coins,2.28
task2,3003.0,coins,2.28
task2,3004.0,coins,2.34
task2,3005.0,coins,2.35
task2,3006.0,coins,2.41
task2,3007.0,coins,2.41
task2,3008.0,coins,2.42
task2,3009.0,coins,2.42
task2,3010.0,coins,2.42
task2,3011.0,coins,2.38
task2,3012.0,coins,2.3
task2,3013.0,coins,2.27
task2,3014.0,coins,2.32
task2,3015.0,coins,2.34
task2,3016.0,coins,2.34
task2,3017.0,coins,2.34
task2,3018.0,coins,2.31
task2,3019.0,coins,2.32
task2,3020.0,coins,2.32
task2,3021.0,coins,2.32
task2,3022.0,coins,2.31
task2,3023.0,coins,2.31
task2,3024.0,coins,2.31
task2,3025.0,coins,2.31
task2,3026.0,coins,2.3
task2,3027.0,coins,2.37
task2,3028.0,coins,2.29
task2,3029.0,coins,2.29
task2,3030.0,coins,2.31
task2,3031.0,coins,2.24
task2,3032.0,coins,2.4
task2,3033.0,coins,2.4
task2,3034.0,coins,2.42
task2,3035.0,coins,2.44
task2,3036.0,coins,2.44
task2,3037.0,coins,2.41
task2,3038.0,coins,2.44
task2,3039.0,coins,2.43
task2,3040.0,coins,2.42
task2,3041.0,coins,2.45
task2,3042.0,coins,2.43
task2,3043.0,coins,2.43
task2,3044.0,coins,2.43
task2,3045.0,coins,2.38
task2,3046.0,coins,2.37
task2,3047.0,coins,2.33
task2,3048.0,coins,2.33
task2,3049.0,coins,2.34
task2,3050.0,coins,2.35
task2,3051.0,coins,2.32
task2,3052.0,coins,2.38
task2,3053.0,coins,2.4
task2,3054.0,coins,2.45
task2,3055.0,coins,2.46
task2,3056.0,coins,2.53
task2,3057.0,coins,2.68
task2,3058.0,coins,2.85
task2,3059.0,coins,2.82
task2,3060.0,coins,2.8
task2,3061.0,coins,2.8
task2,3062.0,coins,2.78
task2,3063.0,coins,2.63
task2,3064.0,coins,2.63
task2,3065.0,coins,2.49
task2,3066.0,coins,2.48
task2,3067.0,coins,2.48
task2,3068.0,coins,2.51
task2,3069.0,coins,2.54
task2,3070.0,coins,2.57
task2,3071.0,coins,2.57
task2,3072.0,coins,2.7
task2,3073.0,coins,2.63
task2,3074.0,coins,2.54
task2,3075.0,coins,2.57
task2,3076.0,coins,2.61
task2,3077.0,coins,2.64
task2,3078.0,coins,2.62
task2,3079.0,coins,2.64
task2,3080.0,coins,2.46
task2,3081.0,coins,2.43
task2,3082.0,coins,2.37
task2,3083.0,coins,2.37
task2,3084.0,coins,2.39
task2,3085.0,coins,2.41
task2,3086.0,coins,2.52
task2,3087.0,coins,2.5
task2,3088.0,coins,2.46
task2,3089.0,coins,2.47
task2,3090.0,coins,2.44
task2,3091.0,coins,2.37
task2,3092.0,coins,2.38
task2,3093.0,coins,2.39
task2,3094.0,coins,2.4
task2,3095.0,coins,2.33
task2,3096.0,coins,2.29
task2,3097.0,coins,2.29
task2,3098.0,coins,2.25
task2,3099.0,coins,2.27
task2,3100.0,coins,2.27
task2,3101.0,coins,2.28
task2,3102.0,coins,2.24
task2,3103.0,coins,2.25
task2,3104.0,coins,2.19
task2,3105.0,coins,2.22
task2,3106.0,coins,2.14
task2,3107.0,coins,2.14
task2,3108.0,coins,2.12
task2,3109.0,coins,2.14
task2,3110.0,coins,2.14
task2,3111.0,coins,2.19
task2,3112.0,coins,2.19
task2,3113.0,coins,2.19
task2,3114.0,coins,2.2
task2,3115.0,coins,2.18
task2,3116.0,coins,2.18
task2,3117.0,coins,2.18
task2,3118.0,coins,2.17
task2,3119.0,coins,2.15
task2,3120.0,coins,2.15
task2,3121.0,coins,2.15
task2,3122.0,coins,2.15
task2,3123.0,coins,2.15
task2,3124.0,coins,2.18
task2,3125.0,coins,2.2
task2,3126.0,coins,2.19
task2,3127.0,coins,2.12
task2,3128.0,coins,2.12
task2,3129.0,coins,2.23
task2,3130.0,coins,2.21
task2,3131.0,coins,2.22
task2,3132.0,coins,2.18
task2,3133.0,coins,2.16
task2,3134.0,coins,2.16
task2,3135.0,coins,2.14
task2,3136.0,coins,2.18
task2,3137.0,coins,2.2
task2,3138.0,coins,2.17
task2,3139.0,coins,2.16
task2,3140.0,coins,2.24
task2,3141.0,coins,2.17
task2,3142.0,coins,2.17
task2,3143.0,coins,2.18
task2,3144.0,coins,2.17
task2,3145.0,coins,2.17
task2,3146.0,coins,2.17
task2,3147.0,coins,2.17
task2,3148.0,coins,2.16
task2,3149.0,coins,2.15
task2,3150.0,coins,2.14
task2,3151.0,coins,2.14
task2,3152.0,coins,2.07
task2,3153.0,coins,2.05
task2,3154.0,coins,1.99
task2,3155.0,coins,2.02
task2,3156.0,coins,1.97
task2,3157.0,coins,1.88
task2,3158.0,coins,1.76
task2,3159.0,coins,1.78
task2,3160.0,coins,1.83
task2,3161.0,coins,1.83
task2,3162.0,coins,1.85
task2,3163.0,coins,1.85
task2,3164.0,coins,1.85
task2,3165.0,coins,1.83
task2,3166.0,coins,1.8
task2,3167.0,coins,1.83
task2,3168.0,coins,1.8
task2,3169.0,coins,1.77
task2,3170.0,coins,1.74
task2,3171.0,coins,1.81
task2,3172.0,coins,1.68
task2,3173.0,coins,1.68
task2,3174.0,coins,1.72
task2,3175.0,coins,1.8
task2,3176.0,coins,1.76
task2,3177.0,coins,1.73
task2,3178.0,coins,1.74
task2,3179.0,coins,1.74
task2,3180.0,coins,1.74
task2,3181.0,coins,1.75
task2,3182.0,coins,1.75
task2,3183.0,coins,1.75
task2,3184.0,coins,1.72
task2,3185.0,coins,1.73
task2,3186.0,coins,1.63
task2,3187.0,coins,1.61
task2,3188.0,coins,1.63
task2,3189.0,coins,1.61
task2,3190.0,coins,1.62
task2,3191.0,coins,1.62
task2,3192.0,coins,1.63
task2,3193.0,coins,1.64
task2,3194.0,coins,1.65
task2,3195.0,coins,1.67
task2,3196.0,coins,1.67
task2,3197.0,coins,1.86
task2,3198.0,coins,1.86
task2,3199.0,coins,1.84
task2,3200.0,coins,1.84
task2,3201.0,coins,1.83
task2,3202.0,coins,1.84
task2,3203.0,coins,1.84
task2,3204.0,coins,1.86
task2,3205.0,coins,1.82
task2,3206.0,coins,1.82
task2,3207.0,coins,1.88
task2,3208.0,coins,1.88
task2,3209.0,coins,1.87
task2,3210.0,coins,1.89
task2,3211.0,coins,1.88
task2,3212.0,coins,1.92
task2,3213.0,coins,1.92
task2,3214.0,coins,1.88
task2,3215.0,coins,1.88
task2,3216.0,coins,1.94
task2,3217.0,coins,1.96
task2,3218.0,coins,2.04
task2,3219.0,coins,2.12
task2,3220.0,coins,2.21
task2,3221.0,coins,2.22
task2,3222.0,coins,2.23
task2,3223.0,coins,2.3
task2,3224.0,coins,2.28
task2,3225.0,coins,2.27
task2,3226.0,coins,2.35
task2,3227.0,coins,2.36
task2,3228.0,coins,2.36
task2,3229.0,coins,2.25
task2,3230.0,coins,2.32
task2,3231.0,coins,2.33
task2,3232.0,coins,2.21
task2,3233.0,coins,2.2
task2,3234.0,coins,2.26
task2,3235.0,coins,2.27
task2,3236.0,coins,2.35
task2,3237.0,coins,2.34
task2,3238.0,coins,2.34
task2,3239.0,coins,2.34
task2,3240.0,coins,2.27
task2,3241.0,coins,2.27
task2,3242.0,coins,2.28
task2,3243.0,coins,2.27
task2,3244.0,coins,2.26
task2,3245.0,coins,2.25
task2,3246.0,coins,2.25
task2,3247.0,coins,2.25
task2,3248.0,coins,2.25
task2,3249.0,coins,2.25
task2,3250.0,coins,2.25
task2,3251.0,coins,2.25
task2,3252.0,coins,2.27
task2,3253.0,coins,2.32
task2,3254.0,coins,2.43
task2,3255.0,coins,2.37
task2,3256.0,coins,2.35
task2,3257.0,coins,2.31
task2,3258.0,coins,2.24
task2,3259.0,coins,2.44
task2,3260.0,coins,2.39
task2,3261.0,coins,2.39
task2,3262.0,coins,2.37
task2,3263.0,coins,2.37
task2,3264.0,coins,2.38
task2,3265.0,coins,2.38
task2,3266.0,coins,2.4
task2,3267.0,coins,2.37
task2,3268.0,coins,2.37
task2,3269.0,coins,2.37
task2,3270.0,coins,2.37
task2,3271.0,coins,2.32
task2,3272.0,coins,2.3
task2,3273.0,coins,2.3
task2,3274.0,coins,2.27
task2,3275.0,coins,2.14
task2,3276.0,coins,2.16
task2,3277.0,coins,2.16
task2,3278.0,coins,2.15
task2,3279.0,coins,2.13
task2,3280.0,coins,2.14
task2,3281.0,coins,2.14
task2,3282.0,coins,2.15
task2,3283.0,coins,2.17
task2,3284.0,coins,2.18
task2,3285.0,coins,2.15
task2,3286.0,coins,2.16
task2,3287.0,coins,2.19
task2,3288.0,coins,2.19
task2,3289.0,coins,2.23
task2,3290.0,coins,2.26
task2,3291.0,coins,2.29
task2,3292.0,coins,2.31
task2,3293.0,coins,2.3
task2,3294.0,coins,2.4
task2,3295.0,coins,2.38
task2,3296.0,coins,2.41
task2,3297.0,coins,2.22
task2,3298.0,coins,2.3
task2,3299.0,coins,2.3
task2,3300.0,coins,2.31
task2,3301.0,coins,2.3
task2,3302.0,coins,2.29
task2,3303.0,coins,2.3
task2,3304.0,coins,2.28
task2,3305.0,coins,2.28
task2,3306.0,coins,2.3
task2,3307.0,coins,2.26
task2,3308.0,coins,2.27
task2,3309.0,coins,2.26
task2,3310.0,coins,2.39
task2,3311.0,coins,2.35
task2,3312.0,coins,2.31
task2,3313.0,coins,2.31
task2,3314.0,coins,2.3
task2,3315.0,coins,2.32
task2,3316.0,coins,2.28
task2,3317.0,coins,2.26
task2,3318.0,coins,2.15
task2,3319.0,coins,2.07
task2,3320.0,coins,2.02
task2,3321.0,coins,2.02
task2,3322.0,coins,2.02
task2,3323.0,coins,1.95
task2,3324.0,coins,1.95
task2,3325.0,coins,1.96
task2,3326.0,coins,1.88
task2,3327.0,coins,1.89
task2,3328.0,coins,2.08
task2,3329.0,coins,2.1
task2,3330.0,coins,2.02
task2,3331.0,coins,2.0
task2,3332.0,coins,2.03
task2,3333.0,coins,2.04
task2,3334.0,coins,1.97
task2,3335.0,coins,1.98
task2,3336.0,coins,1.88
task2,3337.0,coins,1.87
task2,3338.0,coins,1.98
task2,3339.0,coins,1.98
task2,3340.0,coins,1.97
task2,3341.0,coins,1.99
task2,3342.0,coins,1.98
task2,3343.0,coins,2.0
task2,3344.0,coins,2.05
task2,3345.0,coins,2.05
task2,3346.0,coins,2.08
task2,3347.0,coins,2.09
task2,3348.0,coins,2.14
task2,3349.0,coins,2.14
task2,3350.0,coins,2.23
task2,3351.0,coins,2.23
task2,3352.0,coins,2.21
task2,3353.0,coins,2.18
task2,3354.0,coins,2.07
task2,3355.0,coins,2.1
task2,3356.0,coins,2.1
task2,3357.0,coins,2.09
task2,3358.0,coins,2.11
task2,3359.0,coins,1.89
task2,3360.0,coins,1.9
task2,3361.0,coins,1.9
task2,3362.0,coins,1.9
task2,3363.0,coins,1.93
task2,3364.0,coins,1.93
task2,3365.0,coins,1.96
task2,3366.0,coins,1.95
task2,3367.0,coins,1.96
task2,3368.0,coins,1.97
task2,3369.0,coins,1.97
task2,3370.0,coins,1.98
task2,3371.0,coins,1.98
task2,3372.0,coins,1.98
task2,3373.0,coins,1.98
task2,3374.0,coins,1.97
task2,3375.0,coins,2.09
task2,3376.0,coins,2.12
task2,3377.0,coins,2.12
task2,3378.0,coins,2.19
task2,3379.0,coins,2.22
task2,3380.0,coins,2.23
task2,3381.0,coins,2.21
task2,3382.0,coins,2.23
task2,3383.0,coins,2.21
task2,3384.0,coins,2.21
task2,3385.0,coins,2.19
task2,3386.0,coins,2.17
task2,3387.0,coins,2.14
task2,3388.0,coins,2.18
task2,3389.0,coins,2.17
