variant,round,metric,value
task1,994.0,coins,50.0
task1,995.0,coins,50.0
task1,996.0,coins,50.0
task1,997.0,coins,50.0
task1,998.0,coins,50.0
task1,999.0,coins,50.0
task1,1000.0,coins,50.0
task1,1001.0,coins,50.0
task1,1002.0,coins,50.0
task1,1003.0,coins,50.0
task1,1004.0,coins,50.0
task1,1005.0,coins,50.0
task1,1006.0,coins,50.0
task1,1007.0,coins,50.0
task1,1008.0,coins,50.0
task1,1009.0,coins,50.0
task1,1010.0,coins,50.0
task1,1011.0,coins,50.0
task1,1012.0,coins,50.0
task1,1013.0,coins,50.0
task1,1014.0,coins,50.0
task1,1015.0,coins,50.0
task1,1016.0,coins,50.0
task1,1017.0,coins,50.0
task1,1018.0,coins,50.0
task1,1019.0,coins,50.0
task1,1020.0,coins,50.0
task1,1021.0,coins,50.0
task1,1022.0,coins,50.0
task1,1023.0,coins,50.0
task1,1024.0,coins,50.0
task1,1025.0,coins,50.0
task1,1026.0,coins,50.0
task1,1027.0,coins,50.0
task1,1028.0,coins,50.0
task1,1029.0,coins,50.0
task1,1030.0,coins,50.0
task1,1031.0,coins,50.0
task1,1032.0,coins,50.0
task1,1033.0,coins,50.0
task1,1034.0,coins,49.82
task1,1035.0,coins,49.82
task1,1036.0,coins,49.82
task1,1037.0,coins,49.4
task1,1038.0,coins,49.4
task1,1039.0,coins,48.92
task1,1040.0,coins,48.92
task1,1041.0,coins,48.92
task1,1042.0,coins,48.92
task1,1043.0,coins,48.92
task1,1044.0,coins,48.92
task1,1045.0,coins,48.92
task1,1046.0,coins,48.92
task1,1047.0,coins,48.92
task1,1048.0,coins,48.92
task1,1049.0,coins,48.92
task1,1050.0,coins,48.92
task1,1051.0,coins,48.92
task1,1052.0,coins,48.92
task1,1053.0,coins,48.69
task1,1054.0,coins,48.69
task1,1055.0,coins,48.69
task1,1056.0,coins,48.69
task1,1057.0,coins,48.69
task1,1058.0,coins,48.69
task1,1059.0,coins,48.69
task1,1060.0,coins,48.69
task1,1061.0,coins,48.69
task1,1062.0,coins,48.69
task1,1063.0,coins,48.69
task1,1064.0,coins,48.69
task1,1065.0,coins,48.69
task1,1066.0,coins,48.69
task1,1067.0,coins,48.69
task1,1068.0,coins,48.55
task1,1069.0,coins,48.55
task1,1070.0,coins,48.55
task1,1071.0,coins,48.55
task1,1072.0,coins,48.55
task1,1073.0,coins,48.55
task1,1074.0,coins,48.55
task1,1075.0,coins,48.55
task1,1076.0,coins,48.55
task1,1077.0,coins,48.55
task1,1078.0,coins,48.55
task1,1079.0,coins,48.55
task1,1080.0,coins,48.55
task1,1081.0,coins,48.55
task1,1082.0,coins,48.55
task1,1083.0,coins,48.55
task1,1084.0,coins,48.55
task1,1085.0,coins,48.55
task1,1086.0,coins,48.55
task1,1087.0,coins,48.55
task1,1088.0,coins,48.55
task1,1089.0,coins,48.55
task1,1090.0,coins,48.55
task1,1091.0,coins,48.55
task1,1092.0,coins,48.55
task1,1093.0,coins,48.55
task1,1094.0,coins,48.55
task1,1095.0,coins,48.55
task1,1096.0,coins,48.55
task1,1097.0,coins,48.55
task1,1098.0,coins,48.55
task1,1099.0,coins,48.55
task1,1100.0,coins,48.55
task1,1101.0,coins,48.55
task1,1102.0,coins,48.55
task1,1103.0,coins,48.55
task1,1104.0,coins,48.55
task1,1105.0,coins,48.55
task1,1106.0,coins,48.55
task1,1107.0,coins,48.55
task1,1108.0,coins,48.55
task1,1109.0,coins,48.55
task1,1110.0,coins,48.55
task1,1111.0,coins,48.55
task1,1112.0,coins,48.55
task1,1113.0,coins,48.55
task1,1114.0,coins,48.55
task1,1115.0,coins,48.55
task1,1116.0,coins,48.55
task1,1117.0,coins,48.55
task1,1118.0,coins,48.55
task1,1119.0,coins,48.55
task1,1120.0,coins,48.55
task1,1121.0,coins,48.55
task1,1122.0,coins,48.55
task1,1123.0,coins,48.55
task1,1124.0,coins,48.55
task1,1125.0,coins,48.55
task1,1126.0,coins,48.55
task1,1127.0,coins,48.55
task1,1128.0,coins,48.55
task1,1129.0,coins,48.55
task1,1130.0,coins,48.55
task1,1131.0,coins,48.55
task1,1132.0,coins,48.55
task1,1133.0,coins,48.55
task1,1134.0,coins,48.73
task1,1135.0,coins,48.73
task1,1136.0,coins,48.73
task1,1137.0,coins,49.15
task1,1138.0,coins,49.15
task1,1139.0,coins,49.63
task1,1140.0,coins,49.63
task1,1141.0,coins,49.63
task1,1142.0,coins,49.63
task1,1143.0,coins,49.63
task1,1144.0,coins,49.63
task1,1145.0,coins,49.63
task1,1146.0,coins,49.63
task1,1147.0,coins,49.63
task1,1148.0,coins,49.63
task1,1149.0,coins,49.63
task1,1150.0,coins,49.63
task1,1151.0,coins,49.63
task1,1152.0,coins,49.63
task1,1153.0,coins,49.86
task1,1154.0,coins,49.86
task1,1155.0,coins,49.86
task1,1156.0,coins,49.86
task1,1157.0,coins,49.86
task1,1158.0,coins,49.86
task1,1159.0,coins,49.86
task1,1160.0,coins,49.86
task1,1161.0,coins,49.86
task1,1162.0,coins,49.86
task1,1163.0,coins,49.86
task1,1164.0,coins,49.86
task1,1165.0,coins,49.86
task1,1166.0,coins,49.86
task1,1167.0,coins,49.86
task1,1168.0,coins,50.0
task1,1169.0,coins,50.0
task1,1170.0,coins,50.0
task1,1171.0,coins,50.0
task1,1172.0,coins,50.0
task1,1173.0,coins,50.0
task1,1174.0,coins,50.0
task1,1175.0,coins,50.0
task1,1176.0,coins,50.0
task1,1177.0,coins,50.0
task1,1178.0,coins,50.0
task1,1179.0,coins,50.0
task1,1180.0,coins,50.0
task1,1181.0,coins,50.0
task1,1182.0,coins,50.0
task1,1183.0,coins,50.0
task1,1184.0,coins,50.0
task1,1185.0,coins,50.0
task1,1186.0,coins,50.0
task1,1187.0,coins,50.0
task1,1188.0,coins,50.0
task1,1189.0,coins,50.0
task1,1190.0,coins,50.0
task1,1191.0,coins,50.0
task1,1192.0,coins,50.0
task1,1193.0,coins,50.0
task1,1194.0,coins,50.0
task1,1195.0,coins,50.0
task1,1196.0,coins,50.0
task1,1197.0,coins,50.0
task1,1198.0,coins,50.0
task1,1199.0,coins,50.0
task1,1200.0,coins,50.0
task1,1201.0,coins,50.0
task1,1202.0,coins,50.0
task1,1203.0,coins,50.0
task1,1204.0,coins,50.0
task1,1205.0,coins,50.0
task1,1206.0,coins,50.0
task1,1207.0,coins,50.0
task1,1208.0,coins,50.0
task1,1209.0,coins,50.0
task1,1210.0,coins,50.0
task1,1211.0,coins,50.0
task1,1212.0,coins,50.0
task1,1213.0,coins,50.0
task1,1214.0,coins,50.0
task1,1215.0,coins,50.0
task1,1216.0,coins,50.0
task1,1217.0,coins,50.0
task1,1218.0,coins,50.0
task1,1219.0,coins,50.0
task1,1220.0,coins,50.0
task1,1221.0,coins,50.0
task1,1222.0,coins,50.0
task1,1223.0,coins,50.0
task1,1224.0,coins,50.0
task1,1225.0,coins,50.0
task1,1226.0,coins,50.0
task1,1227.0,coins,50.0
task1,1228.0,coins,50.0
task1,1229.0,coins,50.0
task1,1230.0,coins,50.0
task1,1231.0,coins,50.0
task1,1232.0,coins,50.0
task1,1233.0,coins,50.0
task1,1234.0,coins,50.0
task1,1235.0,coins,50.0
task1,1236.0,coins,50.0
task1,1237.0,coins,50.0
task1,1238.0,coins,50.0
task1,1239.0,coins,50.0
task1,1240.0,coins,50.0
task1,1241.0,coins,50.0
task1,1242.0,coins,50.0
task1,1243.0,coins,50.0
task1,1244.0,coins,50.0
task1,1245.0,coins,50.0
task1,1246.0,coins,50.0
task1,1247.0,coins,50.0
task1,1248.0,coins,50.0
task1,1249.0,coins,50.0
task1,1250.0,coins,50.0
task1,1251.0,coins,50.0
task1,1252.0,coins,50.0
task1,1253.0,coins,50.0
task1,1254.0,coins,50.0
task1,1255.0,coins,50.0
task1,1256.0,coins,50.0
task1,1257.0,coins,50.0
task1,1258.0,coins,50.0
task1,1259.0,coins,50.0
task1,1260.0,coins,50.0
task1,1261.0,coins,50.0
task1,1262.0,coins,50.0
task1,1263.0,coins,50.0
task1,1264.0,coins,50.0
task1,1265.0,coins,50.0
task1,1266.0,coins,50.0
task1,1267.0,coins,50.0
task1,1268.0,coins,50.0
task1,1269.0,coins,50.0
task1,1270.0,coins,50.0
task1,1271.0,coins,50.0
task1,1272.0,coins,50.0
task1,1273.0,coins,50.0
task1,1274.0,coins,50.0
task1,1275.0,coins,50.0
task1,1276.0,coins,50.0
task1,1277.0,coins,50.0
task1,1278.0,coins,50.0
task1,1279.0,coins,50.0
task1,1280.0,coins,50.0
task1,1281.0,coins,50.0
task1,1282.0,coins,50.0
task1,1283.0,coins,50.0
task1,1284.0,coins,50.0
task1,1285.0,coins,50.0
task1,1286.0,coins,50.0
task1,1287.0,coins,50.0
task1,1288.0,coins,50.0
task1,1289.0,coins,50.0
task1,1290.0,coins,50.0
task1,1291.0,coins,50.0
task1,1292.0,coins,50.0
task1,1293.0,coins,50.0
task1,1294.0,coins,50.0
task1,1295.0,coins,50.0
task1,1296.0,coins,50.0
task1,1297.0,coins,50.0
task1,1298.0,coins,50.0
task1,1299.0,coins,50.0
task1,1300.0,coins,50.0
task1,1301.0,coins,50.0
task1,1302.0,coins,50.0
task1,1303.0,coins,50.0
task1,1304.0,coins,50.0
task1,1305.0,coins,50.0
task1,1306.0,coins,50.0
task1,1307.0,coins,50.0
task1,1308.0,coins,50.0
task1,1309.0,coins,50.0
task1,1310.0,coins,50.0
task1,1311.0,coins,50.0
task1,1312.0,coins,50.0
task1,1313.0,coins,50.0
task1,1314.0,coins,50.0
task1,1315.0,coins,50.0
task1,1316.0,coins,50.0
task1,1317.0,coins,50.0
task1,1318.0,coins,50.0
task1,1319.0,coins,50.0
task1,1320.0,coins,50.0
task1,1321.0,coins,50.0
task1,1322.0,coins,50.0
task1,1323.0,coins,50.0
task1,1324.0,coins,50.0
task1,1325.0,coins,50.0
task1,1326.0,coins,50.0
task1,1327.0,coins,50.0
task1,1328.0,coins,50.0
task1,1329.0,coins,50.0
task1,1330.0,coins,50.0
task1,1331.0,coins,50.0
task1,1332.0,coins,50.0
task1,1333.0,coins,50.0
task1,1334.0,coins,50.0
task1,1335.0,coins,50.0
task1,1336.0,coins,50.0
task1,1337.0,coins,50.0
task1,1338.0,coins,50.0
task1,1339.0,coins,50.0
task1,1340.0,coins,50.0
task1,1341.0,coins,50.0
task1,1342.0,coins,50.0
task1,1343.0,coins,50.0
task1,1344.0,coins,50.0
task1,1345.0,coins,50.0
task1,1346.0,coins,50.0
task1,1347.0,coins,50.0
task1,1348.0,coins,50.0
task1,1349.0,coins,50.0
task1,1350.0,coins,50.0
task1,1351.0,coins,50.0
task1,1352.0,coins,50.0
task1,1353.0,coins,50.0
task1,1354.0,coins,50.0
task1,1355.0,coins,50.0
task1,1356.0,coins,50.0
task1,1357.0,coins,50.0
task1,1358.0,coins,50.0
task1,1359.0,coins,50.0
task1,1360.0,coins,50.0
task1,1361.0,coins,50.0
task1,1362.0,coins,50.0
task1,1363.0,coins,50.0
task1,1364.0,coins,50.0
task1,1365.0,coins,50.0
task1,1366.0,coins,50.0
task1,1367.0,coins,50.0
task1,1368.0,coins,50.0
task1,1369.0,coins,50.0
task1,1370.0,coins,50.0
task1,1371.0,coins,50.0
task1,1372.0,coins,50.0
task1,1373.0,coins,50.0
task1,1374.0,coins,50.0
task1,1375.0,coins,50.0
task1,1376.0,coins,50.0
task1,1377.0,coins,50.0
task1,1378.0,coins,50.0
task1,1379.0,coins,50.0
task1,1380.0,coins,50.0
task1,1381.0,coins,50.0
task1,1382.0,coins,50.0
task1,1383.0,coins,50.0
task1,1384.0,coins,50.0
task1,1385.0,coins,50.0
task1,1386.0,coins,50.0
task1,1387.0,coins,50.0
task1,1388.0,coins,50.0
task1,1389.0,coins,50.0
task1,1390.0,coins,50.0
task1,1391.0,coins,50.0
task1,1392.0,coins,50.0
task1,1393.0,coins,50.0
task1,1394.0,coins,50.0
task1,1395.0,coins,50.0
task1,1396.0,coins,50.0
task1,1397.0,coins,50.0
task1,1398.0,coins,50.0
task1,1399.0,coins,50.0
task1,1400.0,coins,50.0
task1,1401.0,coins,50.0
task1,1402.0,coins,50.0
task1,1403.0,coins,50.0
task1,1404.0,coins,50.0
task1,1405.0,coins,50.0
task1,1406.0,coins,50.0
task1,1407.0,coins,50.0
task1,1408.0,coins,50.0
task1,1409.0,coins,50.0
task1,1410.0,coins,50.0
task1,1411.0,coins,50.0
task1,1412.0,coins,50.0
task1,1413.0,coins,50.0
task1,1414.0,coins,50.0
task1,1415.0,coins,50.0
task1,1416.0,coins,50.0
task1,1417.0,coins,50.0
task1,1418.0,coins,50.0
task1,1419.0,coins,50.0
task1,1420.0,coins,50.0
task1,1421.0,coins,50.0
task1,1422.0,coins,50.0
task1,1423.0,coins,50.0
task1,1424.0,coins,50.0
task1,1425.0,coins,50.0
task1,1426.0,coins,50.0
task1,1427.0,coins,50.0
task1,1428.0,coins,50.0
task1,1429.0,coins,50.0
task1,1430.0,coins,50.0
task1,1431.0,coins,50.0
task1,1432.0,coins,50.0
task1,1433.0,coins,50.0
task1,1434.0,coins,50.0
task1,1435.0,coins,49.76
task1,1436.0,coins,49.76
task1,1437.0,coins,49.76
task1,1438.0,coins,49.76
task1,1439.0,coins,49.76
task1,1440.0,coins,49.76
task1,1441.0,coins,49.76
task1,1442.0,coins,49.76
task1,1443.0,coins,49.76
task1,1444.0,coins,49.76
task1,1445.0,coins,49.76
task1,1446.0,coins,49.76
task1,1447.0,coins,49.76
task1,1448.0,coins,49.76
task1,1449.0,coins,49.76
task1,1450.0,coins,49.76
task1,1451.0,coins,49.76
task1,1452.0,coins,49.76
task1,1453.0,coins,49.76
task1,1454.0,coins,49.76
task1,1455.0,coins,49.76
task1,1456.0,coins,49.76
task1,1457.0,coins,49.76
task1,1458.0,coins,49.76
task1,1459.0,coins,49.76
task1,1460.0,coins,49.76
task1,1461.0,coins,49.76
task1,1462.0,coins,49.76
task1,1463.0,coins,49.76
task1,1464.0,coins,49.76
task1,1465.0,coins,49.76
task1,1466.0,coins,49.76
task1,1467.0,coins,49.76
task1,1468.0,coins,49.76
task1,1469.0,coins,49.76
task1,1470.0,coins,49.76
task1,1471.0,coins,49.76
task1,1472.0,coins,49.76
task1,1473.0,coins,49.76
task1,1474.0,coins,49.76
task1,1475.0,coins,49.76
task1,1476.0,coins,49.76
task1,1477.0,coins,49.76
task1,1478.0,coins,49.76
task1,1479.0,coins,49.76
task1,1480.0,coins,49.76
task1,1481.0,coins,49.76
task1,1482.0,coins,49.76
task1,1483.0,coins,49.76
task1,1484.0,coins,49.76
task1,1485.0,coins,49.76
task1,1486.0,coins,49.76
task1,1487.0,coins,49.76
task1,1488.0,coins,49.76
task1,1489.0,coins,49.76
task1,1490.0,coins,49.76
task1,1491.0,coins,49.76
task1,1492.0,coins,49.76
task1,1493.0,coins,49.76
task1,1494.0,coins,49.76
task1,1495.0,coins,49.76
task1,1496.0,coins,49.76
task1,1497.0,coins,49.76
task1,1498.0,coins,49.76
task1,1499.0,coins,49.76
task1,1500.0,coins,49.76
task1,1501.0,coins,49.76
task1,1502.0,coins,49.76
task1,1503.0,coins,49.76
task1,1504.0,coins,49.76
task1,1505.0,coins,49.76
task1,1506.0,coins,49.76
task1,1507.0,coins,49.76
task1,1508.0,coins,49.76
task1,1509.0,coins,49.76
task1,1510.0,coins,49.76
task1,1511.0,coins,49.76
task1,1512.0,coins,49.76
task1,1513.0,coins,49.76
task1,1514.0,coins,49.76
task1,1515.0,coins,49.76
task1,1516.0,coins,49.76
task1,1517.0,coins,49.76
task1,1518.0,coins,49.76
task1,1519.0,coins,49.76
task1,1520.0,coins,49.76
task1,1521.0,coins,49.76
task1,1522.0,coins,49.76
task1,1523.0,coins,49.76
task1,1524.0,coins,49.76
task1,1525.0,coins,49.76
task1,1526.0,coins,49.76
task1,1527.0,coins,49.76
task1,1528.0,coins,49.76
task1,1529.0,coins,49.76
task1,1530.0,coins,49.76
task1,1531.0,coins,49.76
task1,1532.0,coins,49.76
task1,1533.0,coins,49.76
task1,1534.0,coins,49.76
task1,1535.0,coins,50.0
task1,1536.0,coins,50.0
task1,1537.0,coins,50.0
task1,1538.0,coins,50.0
task1,1539.0,coins,50.0
task1,1540.0,coins,50.0
task1,1541.0,coins,50.0
task1,1542.0,coins,50.0
task1,1543.0,coins,50.0
task1,1544.0,coins,50.0
task1,1545.0,coins,50.0
task1,1546.0,coins,50.0
task1,1547.0,coins,50.0
task1,1548.0,coins,50.0
task1,1549.0,coins,50.0
task1,1550.0,coins,50.0
task1,1551.0,coins,50.0
task1,1552.0,coins,50.0
task1,1553.0,coins,50.0
task1,1554.0,coins,50.0
task1,1555.0,coins,50.0
task1,1556.0,coins,50.0
task1,1557.0,coins,50.0
task1,1558.0,coins,50.0
task1,1559.0,coins,50.0
task1,1560.0,coins,50.0
task1,1561.0,coins,50.0
task1,1562.0,coins,50.0
task1,1563.0,coins,50.0
task1,1564.0,coins,50.0
task1,1565.0,coins,50.0
task1,1566.0,coins,50.0
task1,1567.0,coins,50.0
task1,1568.0,coins,50.0
task1,1569.0,coins,50.0
task1,1570.0,coins,50.0
task1,1571.0,coins,50.0
task1,1572.0,coins,50.0
task1,1573.0,coins,50.0
task1,1574.0,coins,50.0
task1,1575.0,coins,50.0
task1,1576.0,coins,50.0
task1,1577.0,coins,50.0
task1,1578.0,coins,50.0
task1,1579.0,coins,50.0
task1,1580.0,coins,50.0
task1,1581.0,coins,50.0
task1,1582.0,coins,50.0
task1,1583.0,coins,50.0
task1,1584.0,coins,50.0
task1,1585.0,coins,50.0
task1,1586.0,coins,50.0
task1,1587.0,coins,50.0
task1,1588.0,coins,50.0
task1,1589.0,coins,50.0
task1,1590.0,coins,50.0
task1,1591.0,coins,50.0
task1,1592.0,coins,50.0
task1,1593.0,coins,50.0
task1,1594.0,coins,50.0
task1,1595.0,coins,50.0
task1,1596.0,coins,50.0
task1,1597.0,coins,50.0
task1,1598.0,coins,50.0
task1,1599.0,coins,50.0
task1,1600.0,coins,50.0
task1,1601.0,coins,50.0
task1,1602.0,coins,50.0
task1,1603.0,coins,50.0
task1,1604.0,coins,50.0
task1,1605.0,coins,50.0
task1,1606.0,coins,50.0
task1,1607.0,coins,50.0
task1,1608.0,coins,50.0
task1,1609.0,coins,50.0
task1,1610.0,coins,50.0
task1,1611.0,coins,50.0
task1,1612.0,coins,50.0
task1,1613.0,coins,50.0
task1,1614.0,coins,50.0
task1,1615.0,coins,50.0
task1,1616.0,coins,50.0
task1,1617.0,coins,50.0
task1,1618.0,coins,50.0
task1,1619.0,coins,50.0
task1,1620.0,coins,50.0
task1,1621.0,coins,50.0
task1,1622.0,coins,50.0
task1,1623.0,coins,50.0
task1,1624.0,coins,50.0
task1,1625.0,coins,50.0
task1,1626.0,coins,50.0
task1,1627.0,coins,50.0
task1,1628.0,coins,50.0
task1,1629.0,coins,50.0
task1,1630.0,coins,50.0
task1,1631.0,coins,50.0
task1,1632.0,coins,50.0
task1,1633.0,coins,50.0
task1,1634.0,coins,50.0
task1,1635.0,coins,50.0
task1,1636.0,coins,50.0
task1,1637.0,coins,50.0
task1,1638.0,coins,50.0
task1,1639.0,coins,50.0
task1,1640.0,coins,50.0
task1,1641.0,coins,49.66
task1,1642.0,coins,49.66
task1,1643.0,coins,49.66
task1,1644.0,coins,49.66
task1,1645.0,coins,49.66
task1,1646.0,coins,49.66
task1,1647.0,coins,49.66
task1,1648.0,coins,49.66
task1,1649.0,coins,49.66
task1,1650.0,coins,49.66
task1,1651.0,coins,49.66
task1,1652.0,coins,49.66
task1,1653.0,coins,49.66
task1,1654.0,coins,49.66
task1,1655.0,coins,49.66
task1,1656.0,coins,49.66
task1,1657.0,coins,49.66
task1,1658.0,coins,49.66
task1,1659.0,coins,49.66
task1,1660.0,coins,49.66
task1,1661.0,coins,49.66
task1,1662.0,coins,49.66
task1,1663.0,coins,49.66
task1,1664.0,coins,49.66
task1,1665.0,coins,49.66
task1,1666.0,coins,49.66
task1,1667.0,coins,49.66
task1,1668.0,coins,49.66
task1,1669.0,coins,49.66
task1,1670.0,coins,49.66
task1,1671.0,coins,49.66
task1,1672.0,coins,49.66
task1,1673.0,coins,49.66
task1,1674.0,coins,49.66
task1,1675.0,coins,49.66
task1,1676.0,coins,49.66
task1,1677.0,coins,49.66
task1,1678.0,coins,49.66
task1,1679.0,coins,49.66
task1,1680.0,coins,49.66
task1,1681.0,coins,49.66
task1,1682.0,coins,49.66
task1,1683.0,coins,49.66
task1,1684.0,coins,49.66
task1,1685.0,coins,49.66
task1,1686.0,coins,49.64
task1,1687.0,coins,49.64
task1,1688.0,coins,49.64
task1,1689.0,coins,49.64
task1,1690.0,coins,49.64
task1,1691.0,coins,49.64
task1,1692.0,coins,49.64
task1,1693.0,coins,49.64
task1,1694.0,coins,49.64
task1,1695.0,coins,49.64
task1,1696.0,coins,49.64
task1,1697.0,coins,49.64
task1,1698.0,coins,49.64
task1,1699.0,coins,49.64
task1,1700.0,coins,49.64
task1,1701.0,coins,49.64
task1,1702.0,coins,49.64
task1,1703.0,coins,49.64
task1,1704.0,coins,49.64
task1,1705.0,coins,49.64
task1,1706.0,coins,49.64
task1,1707.0,coins,49.64
task1,1708.0,coins,49.64
task1,1709.0,coins,49.64
task1,1710.0,coins,49.64
task1,1711.0,coins,49.64
task1,1712.0,coins,49.64
task1,1713.0,coins,49.64
task1,1714.0,coins,49.64
task1,1715.0,coins,49.64
task1,1716.0,coins,49.64
task1,1717.0,coins,49.64
task1,1718.0,coins,49.64
task1,1719.0,coins,49.64
task1,1720.0,coins,49.64
task1,1721.0,coins,49.64
task1,1722.0,coins,49.64
task1,1723.0,coins,49.64
task1,1724.0,coins,49.64
task1,1725.0,coins,49.64
task1,1726.0,coins,49.64
task1,1727.0,coins,49.64
task1,1728.0,coins,49.64
task1,1729.0,coins,49.64
task1,1730.0,coins,49.64
task1,1731.0,coins,49.64
task1,1732.0,coins,49.64
task1,1733.0,coins,49.64
task1,1734.0,coins,49.64
task1,1735.0,coins,49.64
task1,1736.0,coins,49.64
task1,1737.0,coins,49.64
task1,1738.0,coins,49.64
task1,1739.0,coins,49.64
task1,1740.0,coins,49.64
task1,1741.0,coins,49.98
task1,1742.0,coins,49.98
task1,1743.0,coins,49.98
task1,1744.0,coins,49.98
task1,1745.0,coins,49.98
task1,1746.0,coins,49.98
task1,1747.0,coins,49.98
task1,1748.0,coins,49.98
task1,1749.0,coins,49.98
task1,1750.0,coins,49.98
task1,1751.0,coins,49.98
task1,1752.0,coins,49.98
task1,1753.0,coins,49.98
task1,1754.0,coins,49.98
task1,1755.0,coins,49.98
task1,1756.0,coins,49.98
task1,1757.0,coins,49.98
task1,1758.0,coins,49.98
task1,1759.0,coins,49.98
task1,1760.0,coins,49.98
task1,1761.0,coins,49.98
task1,1762.0,coins,49.98
task1,1763.0,coins,49.98
task1,1764.0,coins,49.98
task1,1765.0,coins,49.98
task1,1766.0,coins,49.98
task1,1767.0,coins,49.98
task1,1768.0,coins,49.98
task1,1769.0,coins,49.98
task1,1770.0,coins,49.98
task1,1771.0,coins,49.98
task1,1772.0,coins,49.98
task1,1773.0,coins,49.98
task1,1774.0,coins,49.98
task1,1775.0,coins,49.98
task1,1776.0,coins,49.98
task1,1777.0,coins,49.98
task1,1778.0,coins,49.98
task1,1779.0,coins,49.98
task1,1780.0,coins,49.98
task1,1781.0,coins,49.98
task1,1782.0,coins,49.98
task1,1783.0,coins,49.98
task1,1784.0,coins,49.98
task1,1785.0,coins,49.98
task1,1786.0,coins,50.0
task1,1787.0,coins,50.0
task1,1788.0,coins,50.0
task1,1789.0,coins,50.0
task1,1790.0,coins,50.0
task1,1791.0,coins,50.0
task1,1792.0,coins,50.0
task1,1793.0,coins,50.0
task1,1794.0,coins,50.0
task1,1795.0,coins,50.0
task1,1796.0,coins,50.0
task1,1797.0,coins,50.0
task1,1798.0,coins,50.0
task1,1799.0,coins,50.0
task1,1800.0,coins,50.0
task1,1801.0,coins,50.0
task1,1802.0,coins,50.0
task1,1803.0,coins,50.0
task1,1804.0,coins,50.0
task1,1805.0,coins,50.0
task1,1806.0,coins,50.0
task1,1807.0,coins,50.0
task1,1808.0,coins,50.0
task1,1809.0,coins,50.0
task1,1810.0,coins,50.0
task1,1811.0,coins,50.0
task1,1812.0,coins,50.0
task1,1813.0,coins,50.0
task1,1814.0,coins,50.0
task1,1815.0,coins,50.0
task1,1816.0,coins,50.0
task1,1817.0,coins,50.0
task1,1818.0,coins,50.0
task1,1819.0,coins,50.0
task1,1820.0,coins,50.0
task1,1821.0,coins,50.0
task1,1822.0,coins,50.0
task1,1823.0,coins,50.0
task1,1824.0,coins,50.0
task1,1825.0,coins,50.0
task1,1826.0,coins,50.0
task1,1827.0,coins,50.0
task1,1828.0,coins,50.0
task1,1829.0,coins,50.0
task1,1830.0,coins,50.0
task1,1831.0,coins,50.0
task1,1832.0,coins,50.0
task1,1833.0,coins,50.0
task1,1834.0,coins,50.0
task1,1835.0,coins,50.0
task1,1836.0,coins,50.0
task1,1837.0,coins,50.0
task1,1838.0,coins,50.0
task1,1839.0,coins,50.0
task1,1840.0,coins,50.0
task1,1841.0,coins,50.0
task1,1842.0,coins,50.0
task1,1843.0,coins,50.0
task1,1844.0,coins,50.0
task1,1845.0,coins,50.0
task1,1846.0,coins,50.0
task1,1847.0,coins,50.0
task1,1848.0,coins,50.0
task1,1849.0,coins,50.0
task1,1850.0,coins,50.0
task1,1851.0,coins,50.0
task1,1852.0,coins,50.0
task1,1853.0,coins,50.0
task1,1854.0,coins,50.0
task1,1855.0,coins,50.0
task1,1856.0,coins,50.0
task1,1857.0,coins,50.0
task1,1858.0,coins,50.0
task1,1859.0,coins,50.0
task1,1860.0,coins,50.0
task1,1861.0,coins,50.0
task1,1862.0,coins,50.0
task1,1863.0,coins,50.0
task1,1864.0,coins,50.0
task1,1865.0,coins,50.0
task1,1866.0,coins,50.0
task1,1867.0,coins,50.0
task1,1868.0,coins,50.0
task1,1869.0,coins,50.0
task1,1870.0,coins,50.0
task1,1871.0,coins,50.0
task1,1872.0,coins,50.0
task1,1873.0,coins,50.0
task1,1874.0,coins,50.0
task1,1875.0,coins,50.0
task1,1876.0,coins,50.0
task1,1877.0,coins,50.0
task1,1878.0,coins,50.0
task1,1879.0,coins,50.0
task1,1880.0,coins,50.0
task1,1881.0,coins,50.0
task1,1882.0,coins,50.0
task1,1883.0,coins,50.0
task1,1884.0,coins,50.0
task1,1885.0,coins,50.0
task1,1886.0,coins,50.0
task1,1887.0,coins,50.0
task1,1888.0,coins,50.0
task1,1889.0,coins,50.0
task1,1890.0,coins,50.0
task1,1891.0,coins,50.0
task1,1892.0,coins,50.0
task1,1893.0,coins,50.0
task1,1894.0,coins,50.0
task1,1895.0,coins,50.0
task1,1896.0,coins,50.0
task1,1897.0,coins,50.0
task1,1898.0,coins,50.0
task1,1899.0,coins,50.0
task1,1900.0,coins,50.0
task1,1901.0,coins,50.0
task1,1902.0,coins,50.0
task1,1903.0,coins,50.0
task1,1904.0,coins,50.0
task1,1905.0,coins,50.0
task1,1906.0,coins,50.0
task1,1907.0,coins,50.0
task1,1908.0,coins,50.0
task1,1909.0,coins,50.0
task1,1910.0,coins,50.0
task1,1911.0,coins,50.0
task1,1912.0,coins,50.0
task1,1913.0,coins,50.0
task1,1914.0,coins,50.0
task1,1915.0,coins,50.0
task1,1916.0,coins,50.0
task1,1917.0,coins,50.0
task1,1918.0,coins,50.0
task1,1919.0,coins,50.0
task1,1920.0,coins,50.0
task1,1921.0,coins,50.0
task1,1922.0,coins,50.0
task1,1923.0,coins,50.0
task1,1924.0,coins,50.0
task1,1925.0,coins,50.0
task1,1926.0,coins,50.0
