round,score,avg_score_200,reward,avg_reward_200,coins,kills,suicides,crates_destroyed,alive_fraction
537,0,1.82,179.3,294.81,0,0,0,27,0
538,1,1.82,168.7,294.29,1,0,0,16,0
539,2,1.8,279.2,293.65,2,0,0,26,0
540,1,1.81,557.1,295.64,1,0,0,30,1
541,2,1.81,244.7,295.8,2,0,0,26,0
542,0,1.79,408.8,296.44,0,0,0,24,1
543,1,1.79,353.9,298.17,1,0,0,26,1
544,1,1.8,190.5,298.27,1,0,1,25,0
545,7,1.83,775.8,301.85,2,1,0,42,1
546,0,1.82,-11.1,298.98,0,0,0,6,0
547,0,1.82,-14.4,296.27,0,0,1,14,0
548,13,1.88,682.4,297.92,3,2,0,27,1
549,2,1.88,224.9,298.69,2,0,0,21,0
550,0,1.88,165.4,297.56,0,0,1,23,0
551,1,1.88,493.2,299.18,1,0,0,31,0
552,3,1.89,257.2,300.17,3,0,0,20,0
553,0,1.84,382.6,298.76,0,0,0,27,0
554,5,1.86,622.1,299.7,0,1,0,34,1
555,3,1.88,505.0,302.1,3,0,0,36,1
556,1,1.84,603.7,302.24,1,0,0,26,1
557,7,1.88,697.9,303.88,2,1,0,36,1
558,1,1.88,115.9,302.31,1,0,1,19,0
559,0,1.88,-16.9,300.84,0,0,1,10,0
560,0,1.86,64.6,298.77,0,0,0,11,0
561,1,1.86,370.3,299.06,1,0,0,34,0
562,3,1.88,654.9,300.1,3,0,0,25,1
563,0,1.87,420.8,300.67,0,0,0,35,1
564,1,1.88,583.4,303.71,1,0,0,36,1
565,0,1.87,11.2,300.83,0,0,1,18,0
566,1,1.87,373.1,301.95,1,0,0,27,0
567,9,1.91,662.3,301.87,4,1,0,23,1
568,5,1.93,522.2,302.57,0,1,0,33,1
569,1,1.93,251.9,303.71,1,0,0,22,0
570,9,1.97,391.5,304.08,4,1,1,33,0
571,2,1.97,335.0,303.04,2,0,0,24,0
572,1,1.97,237.9,302.72,1,0,0,27,0
573,4,1.97,583.8,304.52,4,0,0,45,1
574,1,1.97,158.0,305.13,1,0,1,24,0
575,0,1.96,88.3,304.66,0,0,1,20,0
576,0,1.95,43.1,303.05,0,0,0,13,0
577,1,1.96,85.0,302.71,1,0,1,21,0
578,0,1.95,198.5,302.54,0,0,1,22,0
579,1,1.95,625.4,305.17,1,0,0,31,0
580,2,1.93,571.5,305.45,2,0,0,27,0
581,1,1.93,646.6,307.58,1,0,0,35,1
582,3,1.94,247.5,307.81,3,0,1,30,0
583,0,1.94,171.5,308.49,0,0,1,27,0
584,0,1.94,49.9,307.52,0,0,1,15,0
585,1,1.93,415.5,308.04,1,0,0,30,1
586,2,1.92,506.5,309.05,2,0,0,20,0
587,1,1.92,202.2,309.11,1,0,0,19,0
588,1,1.92,138.4,309.29,1,0,0,19,0
589,1,1.93,649.8,312.31,1,0,0,28,1
590,2,1.94,154.2,311.95,2,0,0,17,0
591,2,1.94,476.7,312.04,2,0,0,32,1
592,1,1.94,278.3,311.33,1,0,0,27,0
593,0,1.93,65.0,310.4,0,0,1,22,0
594,1,1.93,88.7,308.95,1,0,1,21,0
595,3,1.94,665.1,309.06,3,0,0,35,1
596,0,1.92,147.4,306.94,0,0,1,24,0
597,0,1.92,103.4,306.62,0,0,1,18,0
598,1,1.93,313.5,307.66,1,0,1,30,0
599,1,1.93,-3.5,307.1,1,0,1,14,0
600,13,1.99,717.6,308.32,3,2,0,31,1
601,7,2.02,620.4,309.47,2,1,0,33,1
602,3,2.03,282.9,310.56,3,0,0,20,0
603,1,2.01,87.5,309.37,1,0,1,21,0
604,1,1.99,578.4,309.62,1,0,0,40,1
605,12,2.04,579.0,311.85,2,2,0,23,1
606,1,2.04,614.5,314.63,1,0,0,34,1
607,2,2.04,718.6,316.98,2,0,0,40,1
608,3,2.06,608.8,316.85,3,0,1,40,0
609,1,2.06,252.4,317.68,1,0,1,30,0
610,1,2.06,104.9,316.45,1,0,0,14,0
611,2,2.06,675.0,317.19,2,0,0,37,1
612,0,2.06,56.4,316.88,0,0,1,16,0
613,3,2.08,472.8,319.08,3,0,0,22,1
614,3,2.09,702.8,321.18,3,0,0,24,1
615,3,2.1,546.0,321.95,3,0,0,44,0
616,7,2.12,619.6,323.39,2,1,0,40,1
617,1,2.12,121.3,322.67,1,0,1,21,0
618,1,2.12,220.7,322.79,1,0,0,20,0
619,0,2.12,554.6,325.08,0,0,0,30,0
620,0,2.12,284.9,326.17,0,0,0,23,1
621,1,2.12,191.4,324.23,1,0,0,17,0
622,3,2.1,499.1,324.32,3,0,1,34,0
623,0,2.09,426.2,325.0,0,0,0,25,1
624,1,2.09,200.7,324.79,1,0,1,25,0
625,0,2.08,315.6,324.81,0,0,0,29,1
626,1,2.08,417.5,325.97,1,0,0,27,0
627,0,2.08,90.4,325.8,0,0,0,18,0
628,2,2.1,293.3,327.52,2,0,0,23,0
629,3,2.1,693.4,329.72,3,0,0,40,1
630,2,2.08,256.7,328.25,2,0,0,26,0
631,1,2.08,147.1,328.37,1,0,0,17,0
632,6,2.1,549.4,330.0,1,1,0,24,1
633,0,2.06,126.3,327.17,0,0,0,15,0
634,0,2.05,161.4,327.41,0,0,0,22,0
635,2,2.05,357.8,328.48,2,0,0,28,0
636,1,2.04,176.8,327.59,1,0,0,23,0
637,1,2.04,453.1,328.82,1,0,0,30,0
638,0,2.02,462.1,329.46,0,0,0,34,1
639,2,2.02,718.5,332.03,2,0,0,37,1
640,1,2.02,317.6,332.84,1,0,1,32,0
641,2,2.02,198.8,332.88,2,0,0,21,0
642,2,2.02,420.7,332.19,2,0,0,30,0
643,1,2.0,277.3,330.71,1,0,0,30,0
644,11,2.06,719.5,333.96,1,2,0,28,1
645,1,2.06,203.7,333.51,1,0,1,28,0
646,1,2.05,137.3,333.6,1,0,1,18,0
647,1,2.05,168.2,332.98,1,0,0,18,0
648,1,2.02,74.2,330.14,1,0,1,18,0
649,1,2.0,604.5,330.19,1,0,0,39,1
650,5,2.02,476.6,330.3,0,1,0,31,0
651,0,2.0,269.4,330.34,0,0,1,37,0
652,1,2.0,372.0,328.83,1,0,0,29,0
653,4,1.98,302.5,326.92,4,0,1,28,0
654,2,1.99,525.1,329.4,2,0,0,35,0
655,1,1.98,335.7,329.68,1,0,0,29,0
656,5,1.99,648.6,329.55,5,0,0,35,1
657,0,1.99,165.0,329.42,0,0,0,24,0
658,1,1.99,264.1,330.69,1,0,0,18,0
659,1,1.97,304.3,330.57,1,0,0,26,0
660,2,1.95,185.7,330.43,2,0,1,22,0
661,1,1.91,174.5,328.46,1,0,0,19,0
662,1,1.91,474.7,330.0,1,0,0,31,0
663,6,1.93,375.9,329.25,1,1,1,38,0
664,6,1.96,430.4,331.14,1,1,0,27,0
665,7,1.98,402.6,329.28,2,1,0,27,0
666,1,1.95,116.2,328.67,1,0,0,15,0
667,0,1.95,75.1,328.14,0,0,0,16,0
668,2,1.96,333.3,328.8,2,0,0,26,0
669,1,1.96,177.2,328.93,1,0,0,15,0
670,2,1.97,114.7,329.53,2,0,1,25,0
671,3,1.95,370.8,328.33,3,0,1,29,0
672,1,1.95,269.8,328.62,1,0,0,22,0
673,3,1.96,572.9,331.04,3,0,0,33,0
674,1,1.96,233.6,330.79,1,0,0,26,0
675,2,1.97,140.3,331.18,2,0,1,25,0
676,1,1.98,121.5,328.87,1,0,0,13,0
677,1,1.98,269.5,329.88,1,0,0,26,0
678,5,2.0,452.7,332.29,5,0,0,29,0
679,2,2.01,686.2,335.04,2,0,0,33,1
680,6,2.0,290.1,333.5,1,1,0,21,0
681,0,2.0,-13.8,331.27,0,0,1,14,0
682,1,2.0,151.2,329.26,1,0,1,26,0
683,0,1.98,484.0,328.58,0,0,0,34,0
684,1,1.97,327.3,328.65,1,0,0,26,0
685,6,2.0,257.3,329.13,1,1,1,22,0
686,1,2.0,373.8,330.53,1,0,1,29,0
687,1,2.0,265.5,329.6,1,0,0,24,0
688,2,2.0,266.8,329.62,2,0,0,27,0
689,1,1.98,150.6,326.92,1,0,0,20,0
690,0,1.97,435.6,326.76,0,0,0,38,1
691,3,1.98,494.2,328.35,3,0,0,41,0
692,3,1.99,346.3,327.45,3,0,0,29,0
693,0,1.99,159.9,327.86,0,0,1,26,0
694,3,2.0,364.9,329.29,3,0,1,21,0
695,1,1.98,87.8,328.36,1,0,1,20,0
696,2,1.99,701.1,331.16,2,0,0,30,1
697,1,1.98,239.8,331.11,1,0,0,21,0
698,2,1.98,122.0,330.74,2,0,0,9,0
699,1,1.97,173.8,327.92,1,0,0,21,0
700,0,1.96,160.6,327.68,0,0,0,22,0
701,2,1.97,349.2,328.08,2,0,0,29,0
702,0,1.96,55.1,327.07,0,0,1,14,0
703,5,1.99,447.7,328.85,0,1,1,33,0
704,1,1.99,505.4,328.99,1,0,0,31,1
705,0,1.95,39.3,327.75,0,0,1,18,0
706,2,1.95,450.1,327.6,2,0,0,32,0
707,5,1.97,764.3,328.22,5,0,0,62,1
708,7,2.0,396.2,329.58,2,1,0,28,0
709,1,2.0,395.2,329.02,1,0,0,35,0
710,1,2.0,329.5,330.02,1,0,0,29,0
711,1,2.0,540.6,333.05,1,0,0,42,0
712,1,2.0,264.9,333.51,1,0,0,27,0
713,1,1.99,226.6,332.27,1,0,0,26,0
714,0,1.98,363.7,332.58,0,0,0,29,0
715,0,1.96,298.8,331.18,0,0,0,28,0
716,1,1.97,250.7,332.42,1,0,0,24,0
717,3,1.98,543.4,334.14,3,0,0,32,1
718,5,1.98,428.6,333.11,0,1,0,34,0
719,3,1.96,143.4,331.04,3,0,1,17,0
720,3,1.97,328.8,331.29,3,0,0,27,0
721,1,1.96,221.1,330.54,1,0,1,26,0
722,1,1.95,86.7,327.7,1,0,0,11,0
723,2,1.93,811.3,329.06,2,0,0,38,1
724,3,1.93,528.8,329.12,3,0,0,39,0
725,1,1.93,277.6,329.56,1,0,0,24,0
726,0,1.93,308.4,329.67,0,0,0,33,0
727,2,1.93,460.0,331.31,2,0,0,23,1
728,0,1.93,214.5,330.15,0,0,1,24,0
729,7,1.96,606.1,330.08,2,1,0,27,1
730,1,1.97,183.7,331.22,1,0,0,19,0
731,0,1.97,171.0,331.84,0,0,1,31,0
732,2,1.98,152.7,332.35,2,1,1,15,0
733,7,2.0,303.8,332.75,2,1,0,27,0
734,0,2.0,129.6,333.52,0,0,0,18,0
735,1,2.0,638.5,336.36,1,0,0,33,1
736,1,2.0,51.2,336.2,1,0,1,22,0
737,3,2.02,634.0,338.47,3,0,0,36,1
738,1,2.02,113.3,338.19,1,0,0,15,0
739,4,2.03,291.3,338.25,4,0,1,30,0
740,1,2.03,99.8,335.97,1,0,1,21,0
741,3,2.04,320.4,336.35,3,0,0,27,0
742,7,2.07,532.8,336.96,2,1,0,37,0
743,6,2.1,185.2,336.12,1,1,0,15,0
744,1,2.1,323.2,336.79,1,0,0,21,1
745,2,2.07,724.3,336.53,2,0,0,39,1
746,1,2.08,549.8,339.33,1,0,0,23,1
747,1,2.08,478.3,341.8,1,0,0,23,1
748,0,2.02,427.5,340.52,0,0,0,27,1
749,2,2.02,232.2,340.56,2,0,1,32,0
750,1,2.02,210.8,340.78,1,0,1,27,0
751,2,2.02,532.2,340.98,2,0,0,27,1
752,1,2.02,549.3,342.44,1,0,0,31,1
753,8,2.06,795.6,344.5,3,1,0,35,1
754,0,2.03,533.0,344.06,0,0,0,27,1
755,1,2.02,288.2,342.98,1,0,0,28,0
756,3,2.03,450.0,342.21,3,0,0,31,0
757,1,2.0,184.3,339.64,1,0,1,30,0
758,1,2.0,112.5,339.62,1,0,1,23,0
759,2,2.01,74.4,340.08,2,0,1,14,0
760,0,2.01,56.6,340.04,0,0,1,21,0
761,2,2.02,128.1,338.83,2,0,0,11,0
762,1,2.0,259.6,336.85,1,0,1,27,0
763,0,2.0,291.7,336.21,0,0,1,29,0
764,2,2.01,391.1,335.24,2,0,0,17,1
765,2,2.02,200.8,336.19,2,0,1,22,0
766,1,2.02,616.1,337.41,1,0,0,28,1
767,8,2.02,443.2,336.31,3,1,1,25,0
768,0,1.99,105.0,334.23,0,0,0,18,0
769,1,1.99,486.4,335.4,1,0,0,32,0
770,0,1.95,361.5,335.25,0,1,1,35,0
771,2,1.95,272.4,334.94,2,0,1,33,0
772,2,1.95,697.0,337.23,2,0,0,42,1
773,2,1.94,275.8,335.69,2,0,0,21,0
774,3,1.95,405.4,336.93,3,0,0,31,0
775,1,1.96,207.4,337.52,1,0,1,31,0
776,1,1.96,218.1,338.4,1,0,0,19,0
777,1,1.96,595.9,340.95,1,0,0,37,1
778,1,1.97,521.8,342.57,1,0,0,32,0
779,3,1.98,500.1,341.94,3,0,0,36,1
780,2,1.98,620.1,342.19,2,0,0,33,1
781,5,2.0,515.6,341.53,0,1,0,26,1
782,6,2.01,726.7,343.93,1,1,0,46,1
783,0,2.01,164.7,343.89,0,0,0,20,0
784,7,2.04,379.0,345.54,2,1,1,31,0
785,0,2.04,59.7,343.76,0,0,1,21,0
786,0,2.03,367.6,343.06,0,0,0,34,0
787,0,2.02,55.8,342.33,0,0,0,14,0
788,1,2.02,648.6,344.88,1,0,0,39,1
789,0,2.02,-53.1,341.37,0,0,1,13,0
790,1,2.02,167.3,341.43,1,0,0,20,0
791,1,2.01,455.5,341.33,1,0,1,55,0
792,1,2.01,272.0,341.3,1,0,0,27,0
793,2,2.02,604.1,343.99,2,0,0,34,1
794,0,2.02,-0.6,343.55,0,0,1,12,0
795,2,2.01,422.5,342.33,2,0,1,41,0
796,2,2.02,143.4,342.31,2,0,1,20,0
797,0,2.02,408.0,343.84,0,0,0,24,0
798,0,2.02,208.6,343.31,0,0,0,20,0
799,0,2.01,596.8,346.31,0,0,0,26,1
800,2,1.96,383.5,344.64,2,0,0,33,0
801,3,1.94,341.3,343.25,3,1,1,30,0
802,7,1.96,631.8,344.99,2,1,0,34,0
803,0,1.95,447.8,346.79,0,0,0,30,1
804,3,1.96,386.6,345.83,3,0,0,29,0
805,1,1.91,442.0,345.15,1,0,0,40,0
806,4,1.92,625.9,345.21,4,0,0,23,1
807,0,1.91,314.8,343.19,0,0,1,32,0
808,0,1.9,183.6,341.06,0,0,0,20,0
809,0,1.89,89.6,340.25,0,0,1,22,0
810,0,1.89,1.9,339.73,0,1,1,8,0
811,0,1.88,137.8,337.05,0,0,1,25,0
812,0,1.88,324.9,338.39,0,0,0,28,0
813,1,1.86,123.2,336.64,1,0,0,22,0
814,12,1.91,749.2,336.87,2,2,0,32,1
815,0,1.9,311.7,335.7,0,0,0,32,0
816,0,1.86,328.3,334.24,0,0,0,24,1
817,1,1.86,152.4,334.4,1,0,1,25,0
818,3,1.87,682.5,336.71,3,0,0,30,1
819,1,1.88,213.3,335.0,1,0,0,24,0
820,1,1.88,173.2,334.44,1,0,0,19,0
821,1,1.88,324.2,335.11,1,0,0,28,0
822,8,1.91,626.7,335.75,3,1,0,38,1
823,1,1.91,350.0,335.37,1,0,1,24,0
824,3,1.92,277.3,335.75,3,0,0,18,0
825,2,1.93,736.8,337.85,2,0,0,33,1
826,0,1.93,109.2,336.31,0,0,0,16,0
827,8,1.97,640.2,339.06,3,1,0,35,0
828,0,1.96,117.3,338.18,0,0,0,18,0
829,6,1.97,566.5,337.55,1,1,0,32,0
830,0,1.96,224.2,337.38,0,0,1,31,0
831,2,1.97,243.2,337.87,2,0,0,20,0
832,1,1.94,300.0,336.62,1,0,1,34,0
833,0,1.94,501.1,338.49,0,0,0,31,1
834,5,1.97,167.1,338.52,0,1,0,15,0
835,3,1.97,271.0,338.09,3,0,0,20,0
836,7,2.0,211.8,338.26,2,1,1,23,0
837,2,2.0,445.9,338.23,2,0,0,30,0
838,8,2.04,607.3,338.95,3,1,0,34,0
839,7,2.07,710.9,338.91,2,1,0,40,1
840,0,2.06,-61.5,337.02,0,0,1,5,0
841,2,2.06,231.9,337.18,2,0,0,21,0
842,2,2.06,412.2,337.14,2,0,0,38,0
843,1,2.06,428.5,337.9,1,0,0,29,0
844,1,2.02,413.8,336.37,1,0,0,31,1
845,1,2.02,43.9,335.57,1,0,1,18,0
846,2,2.02,439.9,337.08,2,0,0,32,0
847,1,2.02,280.2,337.64,1,0,0,23,0
848,2,2.02,650.9,340.53,2,0,0,30,1
849,1,2.02,87.9,337.94,1,0,1,26,0
850,9,2.04,873.0,339.93,4,1,0,44,1
851,1,2.05,443.4,340.8,1,0,0,34,1
852,7,2.08,870.0,343.29,2,1,0,47,0
853,1,2.06,156.3,342.55,1,0,1,25,0
854,1,2.06,228.1,341.07,1,0,0,23,0
855,1,2.06,588.0,342.33,1,0,0,32,1
856,0,2.04,175.8,339.97,0,0,0,18,0
857,8,2.08,771.1,343.0,3,1,0,36,1
858,8,2.11,738.6,345.37,3,1,0,38,1
859,1,2.11,80.3,344.25,1,0,1,17,0
860,0,2.1,207.3,344.36,0,0,0,28,0
861,1,2.1,295.7,344.96,1,0,0,28,0
862,0,2.1,433.9,344.76,0,0,0,44,0
863,0,2.06,288.7,344.32,0,0,0,26,0
864,2,2.04,324.0,343.79,2,0,0,32,0
865,0,2.01,83.4,342.2,0,0,1,17,0
866,0,2.0,-17.0,341.53,0,0,1,12,0
867,0,2.0,159.4,341.95,0,0,0,12,0
868,2,2.0,487.2,342.72,2,0,0,35,1
869,2,2.01,446.3,344.07,2,0,0,26,0
870,7,2.04,551.9,346.25,2,1,0,29,0
871,0,2.02,-3.0,344.38,0,0,1,14,0
872,4,2.04,330.8,344.69,4,0,0,23,0
873,0,2.02,112.2,342.38,0,0,1,26,0
874,1,2.02,391.7,343.18,1,0,0,23,0
875,6,2.04,594.1,345.44,1,1,0,30,1
876,3,2.05,468.3,347.18,3,0,0,31,0
877,0,2.04,-32.8,345.67,0,0,1,13,0
878,0,2.02,86.4,343.83,0,0,0,14,0
879,0,2.01,112.9,340.97,0,0,1,24,0
880,3,2.0,536.4,342.2,3,0,0,25,0
881,3,2.01,869.6,346.62,3,0,0,65,1
882,1,2.01,245.3,347.09,1,0,1,24,0
883,7,2.04,503.2,347.18,2,1,0,25,1
884,1,2.04,176.9,346.43,1,0,0,23,0
885,2,2.02,212.8,346.21,2,0,1,27,0
886,7,2.06,313.3,345.91,2,1,1,22,0
887,0,2.05,441.9,346.79,0,0,0,28,1
888,1,2.04,553.6,348.22,1,0,0,26,1
889,6,2.07,359.7,349.27,1,1,0,31,0
890,0,2.07,175.3,347.97,0,0,0,22,0
891,2,2.06,473.9,347.87,2,0,0,25,0
892,2,2.06,373.4,348.0,2,0,1,27,0
893,2,2.07,443.4,349.42,2,0,0,35,0
894,1,2.06,616.5,350.68,1,0,0,34,1
895,0,2.06,-59.8,349.94,0,0,1,10,0
896,1,2.05,506.7,348.97,1,0,0,23,1
897,6,2.08,685.8,351.2,1,1,0,32,1
898,2,2.08,289.6,352.03,2,0,1,34,0
899,2,2.08,318.8,352.76,2,0,0,29,0
900,2,2.09,362.3,353.77,2,0,0,27,0
901,6,2.11,544.9,354.75,1,1,0,29,1
902,2,2.12,50.4,354.72,2,0,1,14,0
903,0,2.1,294.7,353.96,0,0,0,37,0
904,1,2.1,35.7,351.61,1,0,0,6,0
905,3,2.11,299.3,352.91,3,0,1,34,0
906,1,2.1,529.2,353.3,1,0,0,42,1
907,0,2.08,53.1,349.75,0,0,1,18,0
908,0,2.04,170.6,348.62,0,0,0,22,0
909,6,2.07,396.9,348.63,1,1,0,26,0
910,1,2.07,339.3,348.68,1,0,0,34,0
911,1,2.07,201.5,346.98,1,0,0,24,0
912,0,2.06,170.2,346.51,0,0,0,24,0
913,0,2.06,68.8,345.72,0,0,1,13,0
914,9,2.1,616.8,346.99,4,1,1,36,0
915,1,2.11,248.9,346.74,1,0,1,34,0
916,2,2.12,503.7,348.0,2,0,0,34,1
917,0,2.1,47.8,345.52,0,0,1,18,0
918,6,2.1,777.7,347.27,1,1,0,29,1
919,2,2.1,337.1,348.24,2,0,0,25,0
920,3,2.1,264.0,347.91,3,0,1,23,0
921,2,2.1,198.3,347.8,2,0,1,23,0
922,0,2.1,64.7,347.69,0,1,1,15,0
923,1,2.1,344.4,345.35,1,0,0,21,1
924,1,2.08,75.9,343.09,1,0,1,19,0
925,0,2.08,113.8,342.27,0,0,1,27,0
926,1,2.08,206.3,341.76,1,0,1,29,0
927,1,2.08,148.2,340.2,1,0,0,20,0
928,3,2.1,311.0,340.68,3,0,1,33,0
929,0,2.06,589.5,340.6,0,0,0,21,1
930,1,2.06,147.4,340.42,1,0,0,16,0
931,2,2.07,556.0,342.34,2,0,0,28,1
932,2,2.07,481.7,343.99,2,0,0,23,1
933,2,2.04,264.8,343.79,2,0,1,35,0
934,3,2.06,437.5,345.33,3,0,0,36,0
935,5,2.08,393.6,344.11,0,1,0,22,0
936,1,2.08,259.2,345.15,1,0,0,27,0
937,1,2.07,160.1,342.78,1,0,0,18,0
938,0,2.06,45.7,342.44,0,0,1,17,0
939,1,2.05,183.6,341.9,1,0,1,27,0
940,0,2.04,240.2,342.61,0,0,0,22,0
941,8,2.07,605.6,344.03,3,1,0,34,0
942,1,2.04,179.9,342.27,1,0,1,24,0
943,3,2.02,510.0,343.89,3,0,0,30,1
944,1,2.02,195.3,343.25,1,0,1,22,0
945,3,2.03,635.2,342.81,3,0,0,40,0
946,2,2.04,54.4,340.33,2,0,1,15,0
947,2,2.04,385.9,339.87,2,0,0,36,0
948,2,2.05,373.5,339.6,2,0,1,27,0
949,0,2.04,267.4,339.77,0,0,0,15,1
950,0,2.04,402.0,340.73,0,0,0,25,1
951,1,2.03,174.4,338.94,1,0,0,19,0
952,2,2.04,286.3,337.62,2,0,1,26,0
953,0,2.0,650.7,336.9,0,0,0,29,1
954,2,2.0,641.7,337.44,2,0,0,32,1
955,2,2.01,491.8,338.46,2,0,0,39,1
956,7,2.03,357.6,338.0,2,1,0,23,0
957,2,2.04,647.6,340.32,2,0,0,37,1
958,2,2.04,299.8,341.25,2,0,1,25,0
959,0,2.03,63.9,341.2,0,0,0,10,0
960,6,2.06,564.9,343.74,1,1,0,37,1
961,1,2.06,319.2,344.7,1,0,0,24,0
962,2,2.06,224.8,344.52,2,0,0,20,0
963,1,2.06,518.8,345.66,1,0,0,34,1
964,2,2.06,502.2,346.21,2,0,0,31,0
965,1,2.06,147.3,345.95,1,0,0,14,0
966,0,2.06,118.8,343.46,0,0,0,14,0
967,1,2.02,445.7,343.47,1,0,0,27,0
968,0,2.02,53.7,343.22,0,0,0,13,0
969,2,2.02,353.0,342.55,2,0,0,31,0
970,3,2.04,489.9,343.19,3,0,0,41,0
971,6,2.06,562.2,344.64,1,1,0,36,1
972,0,2.05,27.4,341.29,0,0,1,18,0
973,2,2.05,638.9,343.11,2,0,0,24,1
974,1,2.04,57.5,341.37,1,0,1,15,0
975,7,2.07,797.8,344.32,2,1,0,38,1
976,1,2.07,97.0,343.71,1,0,1,19,0
977,3,2.08,232.8,341.9,3,0,1,29,0
978,0,2.08,17.7,339.38,0,0,1,16,0
979,1,2.06,411.6,338.94,1,1,1,23,0
980,1,2.06,245.4,337.06,1,0,0,28,0
981,1,2.04,591.8,337.44,1,0,0,26,1
982,0,2.01,326.2,335.44,0,0,1,30,0
983,2,2.02,533.2,337.28,2,0,0,22,1
984,0,1.99,80.4,335.79,0,0,1,24,0
985,4,2.0,246.0,336.72,4,0,1,27,0
986,1,2.01,145.8,335.61,1,0,0,19,0
987,3,2.02,546.4,338.07,3,0,0,29,1
988,0,2.02,67.9,335.16,0,0,0,12,0
989,1,2.02,728.9,339.07,1,0,0,37,1
990,0,2.02,67.6,338.57,0,0,0,14,0
991,5,2.04,534.7,338.97,0,1,0,28,0
992,0,2.04,372.0,339.47,0,0,1,32,0
993,4,2.04,685.1,339.88,4,0,0,45,0
994,3,2.06,627.3,343.01,3,0,0,33,1
995,3,2.06,628.4,344.04,3,0,0,34,1
996,1,2.06,637.9,346.52,1,0,0,31,1
997,1,2.06,447.4,346.71,1,0,0,22,1
998,5,2.09,677.8,349.06,0,1,0,35,1
999,1,2.1,610.0,349.13,1,0,0,36,1
1000,3,2.1,564.9,350.03,3,0,0,32,1
1001,0,2.08,141.0,349.03,0,0,0,20,0
1002,6,2.08,800.9,349.88,1,1,0,48,1
1003,2,2.09,519.8,350.24,2,0,0,28,1
1004,2,2.08,330.7,349.96,2,0,1,31,0
1005,1,2.08,523.0,350.36,1,0,0,20,1
1006,3,2.08,521.7,349.84,3,0,0,33,0
1007,0,2.08,51.9,348.53,0,0,0,14,0
1008,0,2.08,51.9,347.87,0,0,0,10,0
1009,6,2.11,423.4,349.54,1,1,0,29,0
1010,2,2.12,384.0,351.45,2,0,0,29,0
1011,3,2.13,388.4,352.7,3,0,0,26,0
1012,6,2.17,296.5,352.56,1,1,0,24,0
1013,12,2.22,686.3,355.37,2,2,0,32,1
1014,0,2.16,425.5,353.76,0,0,0,27,0
1015,3,2.17,453.0,354.46,3,0,0,28,1
1016,1,2.18,507.8,355.36,1,0,0,37,1
1017,3,2.19,529.6,357.25,3,0,0,29,1
1018,1,2.18,141.6,354.54,1,0,1,24,0
1019,6,2.21,463.7,355.79,1,1,1,25,0
1020,0,2.2,-4.3,354.91,0,0,1,16,0
1021,0,2.19,233.0,354.45,0,0,0,28,0
1022,2,2.17,355.0,353.09,2,0,0,27,0
1023,1,2.17,469.8,353.69,1,0,0,33,1
1024,4,2.17,708.7,355.85,4,0,0,41,1
1025,0,2.16,622.4,355.28,0,0,0,34,1
1026,1,2.17,102.9,355.24,1,0,0,13,0
1027,2,2.13,530.7,354.7,2,0,0,36,0
1028,2,2.15,273.0,355.48,2,0,0,24,0
1029,0,2.12,-38.1,352.45,0,0,1,8,0
1030,1,2.12,473.8,353.7,1,0,1,30,0
1031,2,2.12,579.1,355.38,2,0,0,39,1
1032,1,2.12,192.5,354.84,1,0,1,34,0
1033,2,2.13,633.9,355.51,2,0,0,30,1
1034,1,2.11,67.5,355.01,1,0,1,22,0
1035,2,2.1,91.9,354.11,2,0,1,19,0
1036,1,2.08,99.1,353.55,1,0,1,15,0
1037,2,2.08,602.9,354.33,2,0,0,43,1
1038,0,2.04,32.2,351.46,0,0,0,7,0
1039,2,2.01,259.5,349.2,2,0,0,35,0
1040,0,2.01,141.1,350.21,0,0,1,22,0
1041,10,2.05,631.0,352.21,0,2,0,25,1
1042,3,2.06,369.2,352.0,3,0,0,38,0
1043,0,2.05,275.5,351.23,0,0,1,28,0
1044,2,2.06,688.2,352.6,2,0,0,35,1
1045,0,2.05,13.0,352.45,0,0,1,15,0
1046,2,2.05,325.3,351.87,2,0,0,25,0
1047,6,2.08,321.1,352.08,1,1,1,30,0
1048,1,2.07,569.4,351.67,1,0,0,25,1
1049,2,2.08,635.3,354.41,2,0,0,29,1
1050,8,2.07,343.2,351.76,3,1,0,22,0
1051,5,2.09,390.4,351.49,0,1,0,23,0
1052,2,2.06,710.0,350.69,2,0,0,37,1
1053,1,2.06,170.1,350.76,1,0,1,22,0
1054,1,2.06,488.1,352.06,1,0,0,29,1
1055,1,2.06,89.9,349.57,1,0,0,12,0
1056,0,2.06,261.2,350.0,0,0,1,23,0
1057,4,2.04,798.3,350.14,4,0,0,48,1
1058,0,2.0,14.9,346.52,0,0,0,9,0
1059,4,2.02,737.1,349.8,4,0,0,45,1
1060,1,2.02,632.8,351.93,1,0,0,46,1
1061,0,2.02,452.2,352.71,0,0,0,23,1
1062,2,2.03,208.1,351.58,2,0,0,18,0
1063,14,2.1,939.1,354.83,4,2,0,41,1
1064,5,2.12,622.8,356.33,0,1,0,37,1
1065,0,2.12,383.1,357.83,0,0,0,28,1
1066,2,2.12,397.8,359.9,2,0,1,34,0
1067,5,2.15,872.6,363.47,5,0,0,54,1
1068,2,2.15,748.5,364.77,2,0,0,34,1
1069,0,2.14,154.5,363.31,0,0,0,20,0
